text,label,post_id,targets
the numbers i heard about were that <number> million jews were killed but also <number> million others homos mentally retarded political foes etc,0,24243526_gab,"[""Homosexual"", ""Jewish"", ""Other""]"
so which are you a faggot or jew or both,1,24257726_gab,"[""Homosexual"", ""Jewish"", ""Men"", ""None""]"
not for long boomer the kikes are gonna make sure they are all in spanish then they are gonna make you marry off ur daughter to a nigger transexual to prove youre not a bigot cuck,1,24264232_gab,"[""African"", ""Hispanic"", ""Jewish"", ""Other""]"
imagine trusting that rat faced faggot kike,1,24277603_gab,"[""Homosexual"", ""Jewish""]"
jews are neither white nor mensch they are non nigger males like spic males,1,24290957_gab,"[""African"", ""Hispanic"", ""Jewish"", ""None""]"
china not that smart christianity is already widely infecting there top jews are already breeding with asians that a recipe for what happened to usa,0,24294512_gab,"[""Asian"", ""Jewish"", ""None""]"
do you think islam will allow the jews to run the show once theyre <number> billion of them,0,24375410_gab,"[""Arab"", ""Islam"", ""Jewish"", ""Men"", ""Women""]"
you got that right they are no longer god chosen people as of <number> yrs ago if you are a sand nigger we do not want you,1,24395272_gab,"[""African"", ""Arab"", ""Jewish""]"
lmao i read some long ass shiz about they dont know if arabs or jews or whatever invented it i love the hell outta it tho i admit it,0,24405990_gab,"[""Arab"", ""Islam"", ""Jewish""]"
i am not jewish as it happens but support the great israel from the dirty arabs like you suggest yo go back to your cancerous family as you have not been brought up normal you spastic <user>,1,24415281_gab,"[""Arab"", ""Islam"", ""Jewish""]"
this sperging alt right retard accused me of being a subversive jew now he is claiming that i am sarcuck the fuckwad i wish i was making something like that up where it makes whites look bad but i am not,1,24461256_gab,"[""Jewish"", ""Other""]"
starting a new day from midnight is retarded and jewish,0,24465646_gab,"[""Jewish"", ""Other""]"
one of you goys needs to make a first goy shooter like black ops zombies but instead of brother zombies make kike zombies for ps4 i would pay <number> dollars for that,1,24471807_gab,"[""Jewish"", ""None""]"
satan thrives wherever jews are found,1,24510044_gab,"[""Jewish""]"
jw fighting for white racial survival is not a marketing strategy if the fence sitters do not want to get involved then let the jews and niggers deal with them,0,24520707_gab,"[""African"", ""Jewish""]"
israel defends it self from attack braindead tell the arabs to stop attacking and then ask israel,1,24524671_gab,"[""Arab"", ""Jewish"", ""Refugee""]"
the fact that you are trying to blackpill over an event that took zero effort went viral and is currently pitting niggers against virtue signaling swpls against kikes tells everyone what they need to know about where your true loyalties lie with your fbi handlers lmao,1,24524961_gab,"[""African"", ""Jewish"", ""None""]"
jews defends jews regardless muslims defend muslins regardless christian european attack christians christian people are on their own and jews and muslims have another home we don ffs we do not why can not people understand that it not that difficult,0,24555628_gab,"[""Christian"", ""Islam"", ""Jewish"", ""None""]"
your current politicians are kike puppets europe will pay their refugees to leave for uk and france the future muslim wastelands churchillwillpay,1,24563208_gab,"[""Islam"", ""Jewish"", ""None"", ""Refugee""]"
<user> vk looks interesting i might actually install it however at first glance it does not appear to solve the digital ghetto problem all the information in one place diaspora is shit but it at least tries to solve the digital ghetto but fails note gab does not solve it either,0,2467242_gab,"[""Jewish"", ""None""]"
only whites and east asians create cultures while jews can only destroy them after what these kikes have done to our civilization we should be beyond bitter,0,24678717_gab,"[""Jewish""]"
now do we understand why the jews were booted out of <number> countries,1,24682477_gab,"[""Jewish""]"
when you are born into the false system of the jews but jews brainwash into hating everyone else except the jews,1,24694634_gab,"[""Jewish""]"
american conservatives now that bolshevik jews are banning guns in america how many of you would oppose that your local national socialists burn their houses during the night,1,24711574_gab,"[""Jewish"", ""Other""]"
when someone fights for lies he never finds the balls to defend himself from the jews the people that fight for the truth become invincible this time we will fight all together against you jews acthung juden,1,24711850_gab,"[""Jewish""]"
i speak the way i speak because fuck you if you dont like it talk to the barrel of my gun communist loser afraid of the jews,1,24756474_gab,"[""Jewish""]"
does it refer to the real jews comparing them to those who call themselves jews today is comparing apples to oranges,0,24758229_gab,"[""Jewish""]"
i thought wendy wasserman schultz was one ugly jewess where do they dig these disgusting jews up from they are caricatures of humans michellewolf journalists killjournalists,1,24770559_gab,"[""Jewish"", ""Women""]"
jews are surrounding the americans with the muslim refugees created by the wars instigated by israel with its hatenews about everyone that isnt a jew,1,24813535_gab,"[""Arab"", ""Islam"", ""Jewish""]"
they replaced the jew mayor with a sheboon mayor they have not learned yet,0,24818312_gab,"[""African"", ""Homosexual"", ""Jewish"", ""Other"", ""Women""]"
actually i prefer my jews going up the chimney,1,24823916_gab,"[""Jewish"", ""None""]"
shapeshifting out of based elderly female asian immigrant here to convince the white goyim how fantastic infinity nigger i see the holocaust is there anything it can not do,1,24831795_gab,"[""African"", ""Caucasian"", ""Jewish"", ""Other"", ""Refugee""]"
oh that cute you have taken up the shitty catchphrase of the subversive gop kike douglass mackey subversive traitors get the bullet first,1,24844856_gab,"[""Jewish""]"
not all women are femnazis i was explaining that jews consider themselves a different race,1,24845241_gab,"[""Jewish"", ""None"", ""Women""]"
what do you mean goes and buys their house not only predates the ghetto it was there before ghetto people came to exist why do you want white people to take a stand for their home but jews to flee theirs,0,24859128_gab,"[""Jewish"", ""None""]"
ben is a dumb kike but he sure is god at burning sjw faggots so he is a predictable winner for fag to fag confronts,0,24868909_gab,"[""Homosexual"", ""Jewish""]"
kikes want to flood countries with immigrants to destroy the economy so we will borrow more from jew banks and they will eventually become our masters,1,24886178_gab,"[""Jewish"", ""Refugee""]"
all jews using a computer are in incurring in appropiation of an invention of the whiteman all jews delete your accounts now,0,24925738_gab,"[""Caucasian"", ""Jewish""]"
<user> here is what must be done the media says look at the majority of trump voters they are white whites are a majority of the republican party jews are <number> of population yet look at fed scotus and media that is our best argument,0,2493550_gab,"[""Caucasian"", ""Jewish"", ""None""]"
yes it is the capitol on the smallest moon in the galaxy that orbits the largest planet owned by space muslims the universe is outraged the space jews appropriated this tiny muslim moon,0,24946336_gab,"[""Islam"", ""Jewish""]"
on the left jews putting a sad face for the pictures that they would publish around the world on the right the same jews celebrating that their enemies were killing each other and soon israel would be created without shedding a single drop of jewish blood,0,24959028_gab,"[""Jewish"", ""None""]"
the lord of the old testament is organized jewry theyve been doing what they are doing to europe and the usa since babylonian times for jews its been <number> years of perfecting infiltration and instigating division among their victims,1,24960086_gab,"[""Jewish""]"
lol you think some dumb sand nigger is gonna know the difference between whites and jews like ben shapiro when they are killing off the last whites,1,24960331_gab,"[""Arab"", ""Islam"", ""Jewish"", ""Men"", ""Women""]"
and with jews you lose right lots of jews around trump you need americans with a solid us ancestry around him each having several degrees of separation from any business or personal connections with jews guaranteed no shabbas,1,24963144_gab,"[""Jewish""]"
i fully support a race war to kill all kikes and niggers,1,24974079_gab,"[""African"", ""Jewish""]"
soldiersofodin in norway patrol the streets so that the muslim armies that jews finance dont rape the local women,1,24992109_gab,"[""Islam"", ""Jewish"", ""None""]"
if you can not handle a little swastika flag being waved at your rally you are not going to be able to tolerate a man shouting for the death of your enemies meanwhile punch a nazi kill all white people kill the boer,1,24997349_gab,"[""Jewish"", ""Men"", ""None"", ""Women""]"
hey kids pay us for making our enemies kill each other while we jews laughed in hotels summer camps disguised as concentration camps,1,24997471_gab,"[""Jewish"", ""Men"", ""Women""]"
yeah it would have been so much better to let the nazis kill all the jews and all niggers and all the catholics and all the mud people and all the,1,25030808_gab,"[""African"", ""Arab"", ""Christian"", ""Jewish"", ""Men"", ""Women""]"
the traitors that stand with israel and the jews are forcing the anglo saxons to kneel before allah,0,25056681_gab,"[""Arab"", ""Islam"", ""Jewish"", ""Other""]"
<user> ‍ anyone who believes the cia propaganda of the jew main stream media is a brainwashed retarded monkey all democrats are completely retarded no intelligence,1,25078735_gab,"[""Jewish"", ""Other""]"
it just going to make you alt kike faggots get even more milquetoast and moderate in the vain hope that if you fine tune your optics just right then the jews will leave you alone,1,25079212_gab,"[""Homosexual"", ""Jewish""]"
you must be brainwashed because it was the soviets and jews who won ww2 not the british or us,0,25199044_gab,"[""Caucasian"", ""Hispanic"", ""Jewish""]"
the final solution for the queers and the coons and the reds and the jews,1,25200192_gab,"[""African"", ""Homosexual"", ""Jewish"", ""None""]"
zog agents attacking islam let islam take down zog,0,25213655_gab,"[""Islam"", ""Jewish""]"
because you can not do not worry no one expected you to actually have an argument just feels and kikespeak do not worry i am sure the niggers and kikes will eat you last,1,25223112_gab,"[""African"", ""Jewish""]"
hey <user> will you need jews to figure out how to implement your retarded mars colonization plan,0,25246417_gab,"[""Jewish"", ""Other""]"
tfw you are actually retarded enough to believe the q larp or that anyone of any significance in government will actually be prosecuted by president zion sleepy jeff or their gop friends across the aisle,0,25258203_gab,"[""Jewish"", ""Other""]"
you cite a jew source as if jews having nothing to loose if they admit a deliberate attack on the uss liberty,0,25285915_gab,"[""Jewish""]"
jewish journolister here are the edgelords of the intellectual dark web lists a bunch of jews who retweet bill kristol tweets oy vey they are so dangerous right goy,1,25291435_gab,"[""Jewish""]"
most americans had no idea how corrupt until the lying muzrat traitor usurped the presidency,0,25301151_gab,"[""Islam"", ""Jewish"", ""None""]"
always fun to laugh at the niggers kikes faggots dykes and other low lifes they deserve what they get,1,25303274_gab,"[""African"", ""Homosexual"", ""Jewish""]"
all it does is boomerpost while pretending to be a slav and screeches anytime anyone says anything about jews like anyone other than a boomer would be retarded enough to believe slavs do not know their own 2 0 th century history at the hands of the chosenites,0,25330302_gab,"[""Jewish"", ""None""]"
if every white man who cares about the survival of our race killed as many niggers and kikes as they could before getting arrested or killed the problem would be solved in no time this is what they fear more than anything,1,25356728_gab,"[""African"", ""Caucasian"", ""Hispanic"", ""Jewish""]"
all jews world wide are about to have everyone in proximity attacking them,0,25358912_gab,"[""Jewish"", ""Other""]"
the handmaid tale is a jewish litmus test to see how retarded women have become,1,25362980_gab,"[""Jewish"", ""Women""]"
it used to be associating with jews meant you had a good accountant or doctor and an extra dinner party to mark on the calendar now it means fbi raids bdsm perversion soiled potted plants and deep state coup attempts how the chosen have fallen,0,25401380_gab,"[""Jewish"", ""Other""]"
boo hope poor little sick nazi faggot is offended 😁 😁 😁 🖕 🏽,0,25403083_gab,"[""Homosexual"", ""Jewish""]"
keep up the fight we will expose the jidf and neocon shill faggots one by one,0,25416405_gab,"[""Homosexual"", ""Jewish""]"
what you nazi faggots keep telling me is you are about <number> gabs then you puss out run gump,0,25422397_gab,"[""Homosexual"", ""Jewish"", ""Men""]"
<user> good morning you lying kike piece of shit we know about you and your jew run nyc website how funny is it that the dailystorner is run from the same city the bolshevik revolution was run from these kikes really love that place <user> ‍ is coming motherfuckers,1,25446854_gab,"[""Jewish""]"
support israel antifa does support israel they did not do <number> <number> we promise support israel jews do not start wars goyim fight and die in support jews they do not flood europe with muzzies support jews they do not push homosexual perversion ever that ant semitic,1,25451740_gab,"[""Homosexual"", ""Islam"", ""Jewish""]"
u genetic jews will not b genociding white adults and our white babies for much longer that what i predict anyway u filthy kikes bruce kenneway,1,25460998_gab,"[""Caucasian"", ""Jewish""]"
and you are a typical kike using typical kike logic that shit do not fly no more hoss the goyim know,1,25463534_gab,"[""Jewish""]"
this seems like the seed of a great compromise we will slaughter the jews here you muslims and arabs slaughter the jews in the middle east get out of the us and europe and in exchange we will allow you to live in peace in a jew free middle east,1,25514474_gab,"[""Jewish""]"
that passage from the holy torah shows how preoccupied with feces and menstrual blood the jews are if there were nazis and poison gas canisters around back then they would be obsessing on those things as well,1,25555215_gab,"[""Jewish""]"
oh look a cuban canadian a holocaust liar and a casino magnate who funds the rnc and donald trump,0,25592740_gab,"[""Hispanic"", ""Jewish"", ""None"", ""Other""]"
you do not live in america nazi faggot but you vote the young nazi boy faggot parties tho,0,25593863_gab,"[""Caucasian"", ""Homosexual"", ""Jewish""]"
how many islam political ideology followers are also animal activists,0,25594374_gab,"[""Islam"", ""Jewish""]"
i am much higher time preference on this issue i do not want to pave a road i want to remove the jews from power to stop this deconstructionist anti white morass of misery they have forced on our communities,1,25598833_gab,"[""Caucasian"", ""Jewish"", ""None""]"
there is a total onslaught against white nations worldwide and israel is a old age retirement village for barbaric khazar kikes it has become a refugees state for pedophiles do not believe me truth fears no investigation,1,25606249_gab,"[""Jewish"", ""Men"", ""Refugee"", ""Women""]"
swimming pool in novaky concentration camp these jews can claim holocaust pensions,0,25615039_gab,"[""Jewish""]"
i did not know he was also a kike,0,25715427_gab,"[""Homosexual"", ""Jewish""]"
aryannation you have to stop this selfdetermination sovereignnation for all white homelands altright nukeisrael lawfirm lawschoolhooligan,0,25726798_gab,"[""Caucasian"", ""Jewish"", ""None""]"
i hit that pedo kike fag morris dees with a hotdog at the cincinatti protest some years back he was sneaking out the back basement door to the car garage after giving one of his bs lectures to the lemmings,0,25734296_gab,"[""Jewish"", ""Other""]"
hey fellow white man never trust the jews,1,25754066_gab,"[""Jewish""]"
degenerate jews hate white people jews,1,25777407_gab,"[""Caucasian"", ""Jewish""]"
while the blue checkmark brigade has a meltdown about calling illegal immigrants animals and says this actually describes every non white immigrant once again the left is better at racism than the far right let look at israel,0,25807463_gab,"[""Islam"", ""Jewish"", ""Refugee""]"
imagine a racialist tribe like the jews and their central hero is king of the aryans do you see how fucking stupid you are christian you dont but that why i am here to hold a mirror in front of your retarded face,0,25812392_gab,"[""Jewish"", ""Other""]"
roflmao i never said i thought you were kike only that the mud loving language you use is a kike lie can you read cunt i gave you pegged and your laborious effort to squirm out is quite evident,0,25820735_gab,"[""Jewish"", ""Women""]"
oy vey we have to help the minorities because they can not achieve anything especially if you know that native americans made peanut butter before jews brought blacks to the us einstein stole relativity from an italian,0,25831430_gab,"[""African"", ""Arab"", ""Asian"", ""Hispanic"", ""Jewish"", ""Men"", ""None"", ""Refugee"", ""Women""]"
converting jews to jesus doctrine is not the solution converting jews to mulch is solutions that solve from teamwhite,1,25833850_gab,"[""Jewish"", ""None""]"
kikes are from poland not only are you demoralized but you are retarded as well,1,25837971_gab,"[""Jewish""]"
once you realize those super gay shows like big bang theory have jews as the main cast they become funny for a completely different reason than they are intended to be they are funny because that how jew men look like faggot pussies,1,25849726_gab,"[""Homosexual"", ""Jewish""]"
who gives a fuck about the sand nigger palestinians if they wanted peace there would be peace if isreal wanted war the palestinians would be dead wake the fuck up berry,1,25856411_gab,"[""Arab"", ""Jewish""]"
hogg has to pay royalties to all the holocaust survivors every time he uses that term oy vey,0,25900609_gab,"[""Jewish""]"
good post however i do not think the term blame is technically not accurate enough or carries the correct nuance try something more like you will discover it is the fucking jews behind it every single time,0,25909905_gab,"[""Jewish"", ""None""]"
you are using a straw man here with your statement blame jews for everything that ails you which is lazy you should be able to debate the actual position not just the caricature of it,0,25953687_gab,"[""Jewish"", ""None""]"
islam is derived from judaism,0,25961552_gab,"[""Islam"", ""Jewish"", ""None""]"
my dna showed im <number> god aka white male you on other hand need to do dna check you seem to have mental issues and mental issues only in sand niggers yids and niggers so which are you rolf,1,26029046_gab,"[""African"", ""Arab"", ""Islam"", ""Jewish"", ""Other""]"
taking out iran only helps zionist jews and would create a larger refugee crisis,0,26029739_gab,"[""Jewish"", ""Men"", ""None"", ""Refugee"", ""Women""]"
nope disgusted muted keep your kike smut to yourself,1,26030631_gab,"[""Jewish"", ""Men"", ""Women""]"
you are an idiot slavery is not a big deal it was common for most of human history get over it lying about it in some retarded attempt to blame the jews is just stupid,1,26065100_gab,"[""African"", ""Jewish"", ""Men"", ""Women""]"
you have not a clue what your talking about neo your obviously a retarded neo con,0,26070980_gab,"[""Jewish"", ""Other""]"
and it the same retarded re muh joz who hate the removal of topics,0,26099353_gab,"[""Jewish"", ""None"", ""Other""]"
so you nazi faggots muslims vs israel the west good luck with that,0,26130297_gab,"[""Arab"", ""Caucasian"", ""Homosexual"", ""Islam"", ""Jewish""]"
honorary holocaust survivors these <number>,0,26134824_gab,"[""Jewish"", ""Men"", ""Women""]"
if my son or daughter ever turned out to be a pedophile an antifa or a gun grabber i would disown them instantly i do not ever want a wannabe kike or nigger for a son or daughter ever,1,26229247_gab,"[""African"", ""Jewish""]"
the sephardics never whitewashed themselves they are true brownie jew arabs,1,26284145_gab,"[""African"", ""Arab"", ""Jewish""]"
abortions for niggers jews arabs spics gooks should not be a right it should be a law white women should never have an abortion because it takes up valuable resources for people of colour if you are a white women and you have an abortion you should be labeled a racist <user> ‍,1,26289462_gab,"[""African"", ""Arab"", ""Asian"", ""Caucasian"", ""Hispanic"", ""Jewish"", ""Women""]"
when scrolling through uk newspaper headlines it becomes terribly obvious that uk is a cold hearted degenerate shithole it is no wonder that children are raped by muslim gangs for decades while most turn their backs,1,26308300_gab,"[""Arab"", ""Islam"", ""Jewish"", ""Other""]"
there fluoride in the water so i am not stupid because i am a lazy faggot i am stupid because jews made me this way and i can not fix it,0,26361552_gab,"[""Jewish"", ""None""]"
jews are born trouble makers,1,26371449_gab,"[""Jewish"", ""Men"", ""Women""]"
i read about this a while ago this is actually one of those retarded jews who is on a plane flying over some place that he is not allowed to breath the air fucking retard wrapped himself in a bag until past the airspace,0,26389816_gab,"[""Jewish"", ""Men"", ""None"", ""Other""]"
anyone whom jews deem useful in destroying white civilization is fully funded with no questions asked,0,26411011_gab,"[""Jewish"", ""Men"", ""Women""]"
the jews lie that today muddy faggoty murca was what the founders had in mind an anything goes lunatic asylum where individual license is the only thing that sacred nothing could be further from the truth we live in a kike creation,0,2642013_gab,"[""Homosexual"", ""Jewish""]"
well this gives more credence to the hypothesis that zionism is behind the muslim invasion to add strength and credence to zionsim and israel expansionism,0,26420865_gab,"[""Islam"", ""Jewish""]"
long story short whites are dying out because jews convinced us to kill ourselves to atone for the holocaust,1,26425867_gab,"[""Caucasian"", ""Jewish""]"
<user> if that makes me racist someone buy me a white pointed hat,0,2642968_gab,"[""Jewish"", ""None""]"
watched tommysotomayor on jewtube yet he is superb telling it about the sheboons and the chicongo tribes killing more of each other this weekend for sure watch chicongo news by monday night,1,26451280_gab,"[""African"", ""Jewish""]"
i am not disagreeing with your version but do not you think that backing off of jewz mudslimes looks awfully suspicious in light of what going on today i do,0,26461856_gab,"[""Islam"", ""Jewish"", ""None""]"
tommy robinson might do some good things when it comes to dealing with muslim rapists and child predators but his support of zionism and being a jew convert is cancerous anyone associated with him is a potential zionist shill imo,1,26470030_gab,"[""Islam"", ""Jewish""]"
i think we are past the negotiation phase it time to issue an ultimatum all sand niggers and kikes out of america or get executed an invader,1,26510414_gab,"[""Arab"", ""Islam"", ""Jewish"", ""Refugee""]"
arabs attacked israel lmao bitch are you retarded hahahahahahahaha how did arabs attack a country that did not exist lol and the jewish invasion of palestine that created israel wasn t an attack lmao,0,26526265_gab,"[""Arab"", ""Jewish"", ""Other""]"
can you possibly not be a retard and stop conflating jewish communist satanism with national socialism that is literally the opposite of all three of those things,1,26530400_gab,"[""Jewish"", ""None""]"
no no it every topic dude every topic that gets some traction here they come they are in every room spouting it the jews and the arabs then the blacks it what they came to do,0,26535249_gab,"[""African"", ""Arab"", ""Jewish"", ""Other""]"
the violence that the jews controlling the jewdiciary and the media are going to cause is going to be horrendous white countries are the centre of a fusion reactor right now we will not take this for much longer,0,26543490_gab,"[""Jewish"", ""Other""]"
normies do not like this holocaust topic though you go there and they will block you possibly do not delude yourselves thinking u have moved the window that much yet trump will disavow you in a heartbeat too if you are a prominent trump supporter and a reporter asks for a response,1,26548086_gab,"[""Jewish"", ""None"", ""Refugee""]"
as american courts determine raping a retarded <number> year old girl is not a crime they continue to argue that anyone with any form of mental disease should not have a gun meanwhile zionist hollywood is busy forming freedom rallys which are intended to tear down the constitution,0,26559678_gab,"[""Jewish"", ""Men"", ""Other"", ""Women""]"
arab refugees the jews are fucking arabs,1,26619153_gab,"[""Arab"", ""Jewish""]"
so the day that starbucks closed down so that they could reprogram train their employees to cater to shitskins where do you think the jews and their useful idiots went to get their daily brew or did they buy a k cup machine with a nintendo switch charging dock,0,26636662_gab,"[""African"", ""Arab"", ""Jewish"", ""None"", ""Other""]"
all things kike are foul we know this 🖕 🏻 ✡ ️,1,26643860_gab,"[""African"", ""Jewish"", ""None""]"
when jew judges jail for speech while letting white girls be raped learn from those who successfully resist jews,1,26646364_gab,"[""Jewish"", ""Women""]"
its about time blacks realised the <number> women who started blm were jew women jews will use you all destroy your families to keep jews on top,1,26743162_gab,"[""Jewish""]"
and the forced teaching of the holocaust to children in germany remember you are basically the descendant of a genocidal maniac little boy hate yourself,0,26767824_gab,"[""Jewish"", ""None"", ""Other""]"
kinda sad your life is over enjoy getting fucked in the ass by your precious jews faggot hahaha,1,26804838_gab,"[""Homosexual"", ""Jewish""]"
israel home of the jewish people arabs jordan u may know that israel was promised to the jewish people well b4 ur saviour came or any arab knew where israel was clue it is in the chumash pots melamed and ps u can call me sir,0,26816150_gab,"[""Arab"", ""Islam"", ""Jewish"", ""Men"", ""Women""]"
im not going to join that gay ass jew hate club ya fag now go find a kackrat and stroke it all better,1,26827207_gab,"[""Homosexual"", ""Jewish""]"
they are only <number> of the world population and trying to pretend that obama jarrett clintons do not love the muzzies more than the jews is just laughable but you keep laser focused on those jews ok someone has to stay behind,0,26835466_gab,"[""Arab"", ""Islam"", ""Jewish"", ""Men"", ""Women""]"
round up the jews,1,26842382_gab,"[""Jewish""]"
yes the jews did it,1,26852395_gab,"[""Jewish""]"
daily reminder that i hate niggers jews moslems but what i hate more than anything else are anti white white people,1,26860294_gab,"[""African"", ""Caucasian"", ""Islam"", ""Jewish""]"
pretends to have nothing to do with muslim mass migration,1,26867693_gab,"[""Islam"", ""Jewish"", ""None"", ""Refugee""]"
she says unironically as jews control most of the supreme court and laws most of congress all of hollywood media news all the banks all academia and are the most billionaires makes perfect sense,0,26884239_gab,"[""Jewish"", ""Men"", ""Women""]"
daily reminder that kikey was removed not because he was a trump shill but because he was a shit moderator who fucked over the board with a bo sponsored raid then went to sleep 8 chan,0,26931844_gab,"[""Jewish"", ""Other""]"
the white men cant keep their pants up they are screwing the blacks asians hispanics jews dont guide your sex dealings,0,26940714_gab,"[""African"", ""Arab"", ""Asian"", ""Caucasian"", ""Jewish""]"
lol we got another israel firsting faggot i bet you d like a kike rape your <number> year old daughter to prove you are not anti semitic would not you,1,26964751_gab,"[""Arab"", ""Homosexual"", ""Islam"", ""Jewish""]"
imagine actually thinking semites were more intelligent than whites or asians hahahahahaahahaha,1,26989362_gab,"[""Jewish""]"
the aut kike was always just a jewish controlled opposition scheme far right ultra nationalist dissident right white nationalist all better choices for a label national socialists definitely are not alt right theres a line between those who kvetch about purity spiraling support zionism faggotry civic nationalism and those who dont,1,26989966_gab,"[""Homosexual"", ""Jewish""]"
thanks jews how it started,0,27005298_gab,"[""Jewish""]"
do not vote for any candidate with a jew spic sand nigger or gook last name or one who is a nigger period,1,27008964_gab,"[""African"", ""Arab"", ""Hispanic"", ""Islam"", ""Jewish""]"
again none of your bullshit has changed anything if anything the jews are more powerful since you idiots started yapping <number> years back,0,27010048_gab,"[""Jewish""]"
lack of direction infighting we should shoot the niggers then the jews then moslems no we should shoot the jews then niggers than moslems no we should shoot the jews then wetbacks than moslems then nigs no we should shoot moslems then jews then nigs then wetbacks then moslem,1,27015423_gab,"[""African"", ""Islam"", ""Jewish""]"
americanthinker usually with excellent editorials and i especially like the comments section today a jew harped on and on about poor pitiful persecuted jews and how terrible anti semitism is what so damn special they should have their own word for alleged racism,0,27055799_gab,"[""Jewish""]"
you jews would not even need to drug that bitch up you would not even need to rape her lmwao,0,27070569_gab,"[""Jewish"", ""Other"", ""Women""]"
marvel or dc tried this with their superheroes created sjw feminazi characters and it was a complete bomb they canned the project it seems sjw feminazis did not purchase them anyone else with <number> <number> a brain would not touch them,0,27169037_gab,"[""Jewish"", ""Women""]"
german jewish girl <number> found raped and murdered by this muslim savage an extradition only when a jew victim is involved but none for the goys,1,27263842_gab,"[""Arab"", ""Islam"", ""Jewish""]"
the alt right are better organised to take down the agents of zog do you want a real holocaust jew club its coming we are sick of you un soros womens pay issues you mean shit the blade of justice is coming the knights of cydonia are coming,0,27341451_gab,"[""Jewish"", ""Other"", ""Women""]"
jews started terrorism murdering and bombing in jerusalem jews are fucking arabs,0,27352334_gab,"[""Arab"", ""Islam"", ""Jewish""]"
this is how much jews hate christians,0,27368390_gab,"[""Jewish""]"
i hate jews so fuckin much 😤,1,27385986_gab,"[""Jewish""]"
wherever trump goes there is love peace and happiness except for israel only jews would kill around <number> people in his presence,1,27386050_gab,"[""Arab"", ""Jewish""]"
all jews in senate there <number> who have dual citizenship it would be no whites or non jew in gov read protocols of the elders of zion,0,27387938_gab,"[""Jewish""]"
as for jews revenge is the only answer i blame modern christianity for this cuck mentality turn the other cheek must end the jews have flooded our countries with invaders to rape our daughters our people used to live for conquer and revenge its time to rekindle the fire <number>,1,27406915_gab,"[""Jewish"", ""None""]"
the only way shitlibs and kikes can believe this mandatory minimum sentences for whites is if they accept two false premises one that blacks are not innately more impulsively and stupidly violent than whites and two that blacks are not more depraved than whites in the perpetration of legally equivalent crimes,1,27417874_gab,"[""African"", ""Arab"", ""Asian"", ""Caucasian"", ""Homosexual"", ""Jewish""]"
feel free to place your blame on the democrats the reptilians illuminati obama homosexuals straight cis white male scum deepstate etc but if you mention that there a subversive tribe of chameleon vampires behind it all that going too far buddy chasingghosts internationalorganizedjewery,0,27425090_gab,"[""Homosexual"", ""Islam"", ""Jewish"", ""None""]"
jews are fucking liars architects of diversity and division,1,27438758_gab,"[""Jewish""]"
another sleepless night starting to research kirk douglas who began as of a family of poor jewish immigrants in a city near mine creepy personal life hidden forever shows internal moral longtime rot of hollywood,0,27439637_gab,"[""Jewish"", ""None"", ""Other""]"
i think i like gab for two reasons great memes and reading my husband argument threads i met and married this atheist but according to several nazi types i have married a jewish man does placing loads of exclamation points and random caps locking constitute better arguments 😂,0,27444536_gab,"[""Jewish"", ""None""]"
all these socialist wanna be jew hating punk sissy faggots here on gab can kiss my ass suck on that ya salad tossers,0,27453501_gab,"[""Caucasian"", ""Homosexual"", ""Jewish"", ""Other""]"
according to you what do you do to prove youre not a pussy name one thing you have done that is not pozzed in fact kike loving faggot,1,27463557_gab,"[""Homosexual"", ""Jewish"", ""Other"", ""Women""]"
winston was already an old hand at genociding whites at the behest of the jews to get out of personal debt by the time ww2 began he starved women and children in concentration camps deliberately during the second boer war in south africa,0,27476858_gab,"[""Jewish""]"
jews will holocaust one of their own if its good for the jews bye bye jew tommy,1,27478936_gab,"[""Jewish""]"
recognising jerusalem as israels capital and relocating the arabs to jordan is not pro israel it is fact and truth,0,27511340_gab,"[""Jewish"", ""Men"", ""None"", ""Women""]"
burn all the gays burn all non whites i am living for giving these niggers their due im burnin im burnin im burnin a jew hitlerwasright,1,27535667_gab,"[""African"", ""Arab"", ""Asian"", ""Hispanic"", ""Homosexual"", ""Jewish"", ""Men"", ""Refugee"", ""Women""]"
you are a shill whoever you are mamzer boy you are on our list now i am guessing either some retarded americuck boomer or some jidf hasbara kike either way you are an enemy of the white race <number>,1,27551077_gab,"[""Jewish"", ""None"", ""Other"", ""Refugee""]"
dude financing and literally taking all their gold teeth and confiscating all their bank funds is not the same thing ok how about you research jews scheming for <number> fucking years kicked out of <number> countries <number> times for being around the corner yeah,1,27552650_gab,"[""Jewish"", ""Men"", ""Women""]"
the jews were solely responsible for selling slaves and starting the entire slave trade as a business they made white people depend on slaves then the jews also freed the slaves and unleashed them on white people afterwards,1,27557490_gab,"[""African"", ""Jewish""]"
so is it ok for us to protest jews in those positions in our countries as well chill the personal attacks i am better than you at those and i have not even used one yet it a debate,0,27559578_gab,"[""Jewish"", ""None""]"
in other words this guy hates white people if he white himself then he a traitorous shabbos goy doing the bidding of his jewish masters fbi has always been an enforcer arm of the kikes jfk <user>,1,27582710_gab,"[""Caucasian"", ""Jewish""]"
naw i d rather shoot you in the open nazi fag howdidyousayyouwouldstopmefaggot lol maga presidenttrump <user> ‍ aka greatautist,1,27587484_gab,"[""Homosexual"", ""Jewish"", ""Men""]"
